#plate,mjd,fiber,central_wavelength,col_density,nan_percent
3660,55209,403,4255.90000000000,20.4980000000000,0.113000000000000
3661,55212,212,3980.30000000000,20.2960000000000,0.229000000000000
3661,55614,380,4623.40000000000,20.5120000000000,0.0920000000000000
3662,55182,161,4173.10000000000,20.8540000000000,0.181000000000000
3662,55182,300,4043.60000000000,20.4930000000000,0.0520000000000000
3662,55182,390,3902.50000000000,20.3800000000000,0.0490000000000000
3662,55182,988,4290.20000000000,20.0250000000000,0.0910000000000000
3664,55245,18,4001.30000000000,20.3040000000000,0.0190000000000000
3664,55245,212,4429.80000000000,20.2320000000000,0.0370000000000000
3664,55245,620,4093.50000000000,20.5880000000000,0.0360000000000000
3665,55247,643,3817.90000000000,20.4620000000000,0.0630000000000000
3666,55185,338,4052.70000000000,20.7250000000000,0.162000000000000
3666,55185,376,3949.50000000000,20.8410000000000,0.212000000000000
3667,55186,338,4010.90000000000,20.3300000000000,0.113000000000000
3667,55186,544,4659.60000000000,20.4960000000000,0.176000000000000
3667,55566,167,4707.20000000000,20.4620000000000,0.149000000000000
3667,55566,640,4207.80000000000,20.3850000000000,0.0640000000000000
3667,55566,880,4141.70000000000,20.4540000000000,0.0820000000000000
3667,55566,884,3844.40000000000,20.0110000000000,0.0560000000000000
3667,55566,928,3977.40000000000,20.9190000000000,0.122000000000000
3668,55478,150,4779.20000000000,20.7590000000000,0.179000000000000
3668,55478,553,4367.40000000000,20.0350000000000,0.0700000000000000
3668,55478,860,4394.30000000000,21.3010000000000,0.159000000000000
3670,55480,666,3756.20000000000,20.5970000000000,0.0670000000000000
3670,55480,816,3942.40000000000,20.6460000000000,0.169000000000000
3671,55483,104,3759.60000000000,20.7510000000000,0.0450000000000000
3671,55483,388,4262.80000000000,20.6340000000000,0.0590000000000000
3671,55483,934,4374.50000000000,20.6280000000000,0.164000000000000
3672,55484,206,4370.40000000000,20.1310000000000,0.0250000000000000
3673,55178,26,4007.80000000000,20.1170000000000,0.0890000000000000
3674,55182,276,4104.80000000000,20.2610000000000,0.0450000000000000
3675,55183,396,4881.20000000000,20.5440000000000,0.246000000000000
3676,55186,70,3761.10000000000,20.5030000000000,0.0660000000000000
3676,55186,104,3671.60000000000,20.6130000000000,0.0420000000000000
3677,55205,4,4837,20.7490000000000,0.189000000000000
3677,55205,246,4398.30000000000,20.0680000000000,0.0290000000000000
3677,55205,385,4596.60000000000,20.5150000000000,0.0850000000000000
3678,55208,224,4428.60000000000,20.0340000000000,0.0440000000000000
3679,55209,4,3993.70000000000,20.3840000000000,0.0550000000000000
3679,55209,232,3677.30000000000,20.1540000000000,0.0410000000000000
3679,55209,394,4465.50000000000,21.2150000000000,0.0640000000000000
3679,55209,456,4848.10000000000,20.0690000000000,0.215000000000000
3679,55209,526,4877.80000000000,20.2400000000000,0.131000000000000
3679,55209,636,4169.30000000000,20.9040000000000,0.0560000000000000
3680,55210,92,3734.70000000000,20.7090000000000,0.0190000000000000
3681,55243,234,3869.70000000000,20.4060000000000,0.0320000000000000
3681,55243,372,4653.60000000000,20.2410000000000,0.102000000000000
3681,55243,630,4530.90000000000,20.6540000000000,0.212000000000000
3682,55244,834,4345.50000000000,20.1980000000000,0.0350000000000000
3682,55244,932,4791.80000000000,20.4600000000000,0.144000000000000
3683,55178,392,4500.90000000000,20.5820000000000,0.0980000000000000
3684,55246,166,4866.60000000000,20.2570000000000,0.146000000000000
3684,55246,318,3839.50000000000,20.8040000000000,0.0290000000000000
3684,55246,572,3811.90000000000,20.3850000000000,0.0430000000000000
3684,55246,618,3923.20000000000,20.1030000000000,0.0330000000000000
3686,55268,196,3797.50000000000,20.1650000000000,0.0170000000000000
3686,55268,346,3993.40000000000,20.8260000000000,0.0110000000000000
3686,55268,400,4270.20000000000,20.1240000000000,0.173000000000000
3686,55268,568,4154.40000000000,20.7760000000000,0.0160000000000000
3686,55268,628,3957.90000000000,20.2900000000000,0.105000000000000
3686,55268,700,4146,20.2610000000000,0.0360000000000000
3688,55273,266,4660.90000000000,20.2600000000000,0.172000000000000
3689,55180,100,3912.40000000000,20.5700000000000,0.0740000000000000
3689,55180,150,4126.20000000000,20.3550000000000,0.0520000000000000
3689,55180,906,4204.70000000000,20.0530000000000,0.0640000000000000
3690,55182,96,4434.60000000000,21.1350000000000,0.185000000000000
3690,55182,169,3900.30000000000,20.6220000000000,0.101000000000000
3691,55274,418,4580.20000000000,20.4540000000000,0.0500000000000000
3691,55274,794,3742.20000000000,20.1450000000000,0.0460000000000000
3693,55208,24,4683.90000000000,20.5250000000000,0.100000000000000
3693,55208,58,4244.30000000000,20.1760000000000,0.0530000000000000
3693,55208,1000,3902.40000000000,20.6490000000000,0.176000000000000
3694,55209,592,5010.40000000000,20.5230000000000,0.234000000000000
3694,55209,956,4196.10000000000,20.1880000000000,0.0320000000000000
3695,55212,146,4629,20.0990000000000,0.159000000000000
3695,55212,634,3894.90000000000,20.3590000000000,0.0700000000000000
3696,55277,360,4075,20.7690000000000,0.0700000000000000
3697,55290,606,4489.10000000000,20.1650000000000,0.0880000000000000
3698,55501,432,4304.30000000000,20.5670000000000,0.0230000000000000
3699,55517,184,4600,20.8430000000000,0.183000000000000
3735,55209,597,3963.30000000000,20.7670000000000,0.0250000000000000
3735,55209,938,4304.60000000000,20.1280000000000,0.0460000000000000
3736,55214,18,4392.60000000000,20.0560000000000,0.145000000000000
3744,55209,202,3775.60000000000,21.0340000000000,0.0560000000000000
3751,55234,214,3922.20000000000,20.2540000000000,0.0610000000000000
3751,55234,556,3573,20.6930000000000,0.0500000000000000
3752,55236,532,4221.40000000000,20.1300000000000,0.146000000000000
3752,55236,670,4466.10000000000,20.1880000000000,0.0570000000000000
3753,55486,4,4076.80000000000,20.9460000000000,0.0210000000000000
3753,55486,716,3831,20.3150000000000,0.0210000000000000
3754,55488,346,3823.70000000000,20.6180000000000,0.0360000000000000
3754,55488,374,4513.20000000000,20.8570000000000,0.246000000000000
3754,55488,906,4401.90000000000,20.2510000000000,0.0570000000000000
3755,55504,372,4724.60000000000,20.1140000000000,0.157000000000000
3755,55504,578,4559.80000000000,20.4980000000000,0.0630000000000000
3755,55504,580,4029.80000000000,20.5350000000000,0.0880000000000000
3755,55504,596,4904.80000000000,20.6060000000000,0.142000000000000
3755,55504,926,4137.90000000000,20.2720000000000,0.0680000000000000
3756,55505,94,4377.80000000000,20.1430000000000,0.0360000000000000
3756,55505,288,4303.60000000000,20.4620000000000,0.0390000000000000
3757,55508,158,4191.10000000000,20.0220000000000,0.0820000000000000
3757,55508,335,3938,20.4030000000000,0.0220000000000000
3757,55508,408,4135.80000000000,20.2740000000000,0.0100000000000000
3757,55508,618,4026.30000000000,20.3670000000000,0.0580000000000000
3757,55508,1000,3924.90000000000,20.0630000000000,0.0430000000000000
3759,55236,150,4870,21.0310000000000,0.0730000000000000
3759,55236,306,3926.70000000000,20.3990000000000,0.104000000000000
3760,55268,58,4053.70000000000,20.5480000000000,0.0280000000000000
3760,55268,246,4867.90000000000,20.6440000000000,0.213000000000000
3760,55268,479,3964.90000000000,20.0420000000000,0.0660000000000000
3760,55268,594,4083.90000000000,20.6530000000000,0.0130000000000000
3760,55268,678,3818.60000000000,20.5230000000000,0.0290000000000000
3761,55272,332,3801.60000000000,20.4570000000000,0.0910000000000000
3761,55272,342,4675.90000000000,20.2970000000000,0.192000000000000
3761,55272,366,3945,20.1640000000000,0.0310000000000000
3761,55272,421,4017.80000000000,20.5630000000000,0.0330000000000000
3761,55272,530,3997.10000000000,21.0800000000000,0.0740000000000000
3761,55272,810,4549.10000000000,20.5270000000000,0.0330000000000000
3761,55272,917,3747,20.9170000000000,0.0140000000000000
3762,55507,55,3887.80000000000,20.0360000000000,0.0200000000000000
3762,55507,88,3967.50000000000,20.2400000000000,0.0290000000000000
3762,55507,224,3976.70000000000,20.4610000000000,0.161000000000000
3762,55507,584,4734.50000000000,21.0780000000000,0.0900000000000000
3762,55507,970,3854.50000000000,20.0290000000000,0.0350000000000000
3762,55507,986,4779.10000000000,20.1960000000000,0.110000000000000
3763,55508,674,4488.50000000000,20.2860000000000,0.233000000000000
3763,55508,690,3985.80000000000,20.1810000000000,0.220000000000000
3763,55508,1000,4637.40000000000,20.1030000000000,0.240000000000000
3764,55514,262,3856.10000000000,20.3110000000000,0.0210000000000000
3764,55514,414,3625.80000000000,20.6470000000000,0.0320000000000000
3764,55514,730,4115.90000000000,20.9450000000000,0.0150000000000000
3765,55508,176,4077.90000000000,20.3490000000000,0.0220000000000000
3765,55508,278,4153.40000000000,20.3430000000000,0.0220000000000000
3765,55508,648,3874.30000000000,20.3450000000000,0.0290000000000000
3765,55508,734,4683.40000000000,20.7650000000000,0.136000000000000
3765,55508,786,3793.60000000000,20.7370000000000,0.0340000000000000
3766,55213,86,3742.60000000000,20.1640000000000,0.0730000000000000
3766,55213,458,4007.40000000000,20.2760000000000,0.148000000000000
3767,55214,336,3984.40000000000,20.6770000000000,0.113000000000000
3768,55564,136,3771.90000000000,20.7610000000000,0.0440000000000000
3768,55564,244,3849.70000000000,20.7010000000000,0.0190000000000000
3768,55564,358,3956.10000000000,20.1070000000000,0.0530000000000000
3768,55564,866,4537.40000000000,20.6240000000000,0.0450000000000000
3768,55564,942,4332.80000000000,20.6450000000000,0.154000000000000
3769,55240,77,4205.50000000000,20.0320000000000,0.0500000000000000
3769,55240,137,4407.50000000000,20.5040000000000,0.0600000000000000
3769,55240,254,4013.90000000000,20.2650000000000,0.0500000000000000
3769,55240,336,3820.70000000000,20.7510000000000,0.0320000000000000
3769,55240,558,4864.60000000000,21.1990000000000,0.196000000000000
3769,55240,741,4147.70000000000,20.9220000000000,0.0360000000000000
3770,55234,664,4079.40000000000,20.7250000000000,0.124000000000000
3770,55234,766,4556.80000000000,21.0040000000000,0.202000000000000
3770,55234,990,4001.50000000000,20.9310000000000,0.150000000000000
3771,55544,347,3765.80000000000,20.4000000000000,0.0350000000000000
3771,55544,822,4263.60000000000,21.1180000000000,0.0470000000000000
3772,55277,938,4622.30000000000,20.5410000000000,0.0830000000000000
3773,55240,130,4532.70000000000,20.0730000000000,0.196000000000000
3773,55240,198,4393.90000000000,20.4590000000000,0.0910000000000000
3773,55240,472,4384.50000000000,20.1690000000000,0.133000000000000
3774,55244,100,4675.70000000000,20.3350000000000,0.240000000000000
3774,55244,144,4361.70000000000,20.0330000000000,0.101000000000000
3774,55244,146,4071.30000000000,20.8830000000000,0.217000000000000
3774,55244,774,3928.80000000000,20.3870000000000,0.115000000000000
3775,55207,74,3839,20.3180000000000,0.0950000000000000
3775,55207,484,4495.40000000000,20.0650000000000,0.199000000000000
3775,55207,864,4292.90000000000,20.5490000000000,0.122000000000000
3776,55209,120,4445,20.1880000000000,0.147000000000000
3776,55209,444,4108.90000000000,20.4690000000000,0.0460000000000000
3776,55209,688,4063.20000000000,20.0260000000000,0.0450000000000000
3776,55209,834,3856.50000000000,20.0380000000000,0.0730000000000000
3777,55210,114,4536.90000000000,20.6240000000000,0.0740000000000000
3777,55210,222,3955.20000000000,20.4350000000000,0.0500000000000000
3777,55210,228,4796.90000000000,20.8170000000000,0.234000000000000
3777,55210,564,4592.50000000000,20.5430000000000,0.209000000000000
3777,55210,758,4213.20000000000,20.1100000000000,0.0370000000000000
3777,55210,895,3817.40000000000,20.1340000000000,0.0680000000000000
3777,55210,948,4204.60000000000,20.7200000000000,0.236000000000000
3778,55213,88,4165.40000000000,20.7690000000000,0.161000000000000
3778,55213,534,3957.10000000000,20.8020000000000,0.101000000000000
3778,55213,740,4143.90000000000,20.9480000000000,0.0910000000000000
3778,55213,760,3768.40000000000,20.4690000000000,0.0760000000000000
3779,55222,34,3680.50000000000,20.4260000000000,0.0500000000000000
3779,55222,190,4496.70000000000,20.9980000000000,0.234000000000000
3779,55222,560,3823.90000000000,20.0540000000000,0.0450000000000000
3779,55222,949,4260.50000000000,20.4930000000000,0.105000000000000
3780,55240,654,3912,20.9260000000000,0.0690000000000000
3780,55240,748,4915.10000000000,20.8020000000000,0.207000000000000
3780,55240,864,4096.80000000000,20.2450000000000,0.0510000000000000
3780,55240,904,4103.30000000000,20.4740000000000,0.123000000000000
3780,55240,944,3734.90000000000,20.9530000000000,0.0470000000000000
3781,55243,20,4344,20.3810000000000,0.130000000000000
3781,55243,293,4754.40000000000,20.5780000000000,0.168000000000000
3781,55243,746,4477,20.6560000000000,0.247000000000000
3781,55243,910,4056.80000000000,20.3350000000000,0.0960000000000000
3782,55244,155,4650.50000000000,20.3360000000000,0.0730000000000000
3782,55244,708,3694.40000000000,20.3320000000000,0.0880000000000000
3783,55246,655,4278.40000000000,20.0140000000000,0.0970000000000000
3783,55246,942,4111.80000000000,20.3110000000000,0.0920000000000000
3783,55246,946,4299.80000000000,20.0430000000000,0.100000000000000
3784,55269,24,4784.10000000000,20.6730000000000,0.172000000000000
3784,55269,106,4020.20000000000,20.3220000000000,0.0700000000000000
3784,55269,110,3878.10000000000,20.1370000000000,0.0540000000000000
3784,55269,715,4698.30000000000,20.9970000000000,0.248000000000000
3784,55269,804,3765.10000000000,20.3660000000000,0.0190000000000000
3784,55269,968,3968.50000000000,20.7300000000000,0.0680000000000000
3785,55241,200,3735.40000000000,20.6220000000000,0.0790000000000000
3786,55563,250,3766.80000000000,20.7190000000000,0.119000000000000
3786,55563,336,4121.30000000000,20.5310000000000,0.0980000000000000
3787,55565,94,3783.60000000000,20.6550000000000,0.0230000000000000
3787,55565,340,4014.90000000000,20.7210000000000,0.0650000000000000
3787,55565,552,4425.90000000000,20.3600000000000,0.157000000000000
3788,55246,20,4494.20000000000,20.5680000000000,0.185000000000000
3789,55269,70,3912.80000000000,20.5690000000000,0.0370000000000000
3789,55269,766,3934.30000000000,20.1840000000000,0.0470000000000000
3790,55208,268,4564.60000000000,21.0070000000000,0.0970000000000000
3790,55208,429,4173.10000000000,20.6130000000000,0.144000000000000
3791,55501,178,4272.90000000000,20.3300000000000,0.0310000000000000
3791,55501,310,4448.90000000000,20.8890000000000,0.0600000000000000
3792,55212,548,4125.60000000000,20.4330000000000,0.122000000000000
3792,55212,758,3714.20000000000,20.1230000000000,0.0780000000000000
3793,55214,440,3854.30000000000,20.6840000000000,0.119000000000000
3793,55214,781,4175.70000000000,20.2390000000000,0.100000000000000
3793,55214,982,4057.30000000000,20.6460000000000,0.129000000000000
3794,55241,44,3715.90000000000,20.1070000000000,0.123000000000000
3794,55241,882,4087.70000000000,20.0510000000000,0.0970000000000000
3800,55486,138,4075.50000000000,20.4900000000000,0.0610000000000000
3800,55486,210,4632.70000000000,21.0510000000000,0.243000000000000
3800,55486,238,3977.40000000000,20.5100000000000,0.0580000000000000
3800,55486,394,3810.30000000000,20.1500000000000,0.0900000000000000
3800,55486,516,4486.10000000000,20.3800000000000,0.0810000000000000
3800,55486,704,3880.20000000000,20.6560000000000,0.0820000000000000
3800,55486,754,4159.90000000000,20.8110000000000,0.179000000000000
3801,55509,34,4405.30000000000,20.4460000000000,0.0250000000000000
3801,55509,102,3947.70000000000,20.8210000000000,0.0750000000000000
3801,55509,262,4712,20.5090000000000,0.195000000000000
3801,55509,734,3960.40000000000,20.3100000000000,0.110000000000000
3801,55509,998,3756.10000000000,20.1150000000000,0.147000000000000
3802,55514,86,4492.90000000000,20.1220000000000,0.142000000000000
3802,55514,256,4822.80000000000,20.3890000000000,0.194000000000000
3802,55528,314,3905.80000000000,20.9360000000000,0.0580000000000000
3803,55513,64,3933.10000000000,20.7200000000000,0.0430000000000000
3803,55513,82,4437.10000000000,20.8930000000000,0.169000000000000
3803,55513,544,4465.30000000000,20.5570000000000,0.171000000000000
3803,55513,558,4203.60000000000,20.1960000000000,0.0390000000000000
3803,55513,614,4936.60000000000,20.2820000000000,0.230000000000000
3803,55513,650,3891.20000000000,20.0450000000000,0.0460000000000000
3804,55267,66,4044.80000000000,20.1090000000000,0.0150000000000000
3804,55267,318,4058.40000000000,20.1460000000000,0.0360000000000000
3804,55267,432,3860.60000000000,21.2370000000000,0.184000000000000
3804,55267,500,4160.20000000000,20.2570000000000,0.201000000000000
3805,55269,126,3908.30000000000,20.2210000000000,0.0690000000000000
3805,55269,262,4156.90000000000,21.1210000000000,0.0180000000000000
3805,55269,634,3950.80000000000,20.2340000000000,0.0350000000000000
3805,55269,670,4669.20000000000,20.9400000000000,0.0290000000000000
3805,55269,850,4775.90000000000,20.2180000000000,0.115000000000000
3805,55269,925,4224.70000000000,20.2680000000000,0.0840000000000000
3806,55505,80,3868.90000000000,20.5410000000000,0.0150000000000000
3806,55505,118,4488.50000000000,20.4150000000000,0.188000000000000
3806,55505,294,4090.90000000000,20.0640000000000,0.121000000000000
3806,55505,898,3895.80000000000,20.9430000000000,0.121000000000000
3807,55511,98,3860.70000000000,20.1440000000000,0.0430000000000000
3807,55511,99,4032,20.5730000000000,0.0450000000000000
3807,55511,398,4695.20000000000,20.4430000000000,0.117000000000000
3807,55511,456,3567.40000000000,20.5780000000000,0.0310000000000000
3807,55511,572,3681.80000000000,20.5300000000000,0.0360000000000000
3807,55511,614,4838.10000000000,20.1640000000000,0.174000000000000
3807,55511,918,3788.10000000000,20.2020000000000,0.0200000000000000
3808,55513,272,4072.90000000000,20.2980000000000,0.0280000000000000
3808,55513,470,3939.50000000000,20.3810000000000,0.184000000000000
3808,55513,562,4153.70000000000,20.6840000000000,0.0210000000000000
3808,55513,766,3612.80000000000,20.9070000000000,0.0510000000000000
3808,55513,886,4705.10000000000,20.8800000000000,0.0900000000000000
3808,55513,902,3951.80000000000,20.0440000000000,0.0360000000000000
3808,55513,915,3990.80000000000,20.1240000000000,0.175000000000000
3809,55533,196,3663.20000000000,20.6680000000000,0.0190000000000000
3809,55533,240,3809.40000000000,20.4430000000000,0.0300000000000000
3809,55533,292,4107.10000000000,20.2710000000000,0.0310000000000000
3809,55533,302,3627.10000000000,20.3690000000000,0.0260000000000000
3809,55533,800,4525.10000000000,20.3320000000000,0.0260000000000000
3809,55533,910,4295.20000000000,20.5160000000000,0.0300000000000000
3810,55531,727,4581.50000000000,20.9690000000000,0.0760000000000000
3810,55531,800,3902.60000000000,20.0040000000000,0.0680000000000000
3810,55531,850,3806.90000000000,20.0790000000000,0.0260000000000000
3810,55531,898,4758.50000000000,20.1300000000000,0.203000000000000
3811,55538,456,3862.50000000000,21.1990000000000,0.0730000000000000
3811,55538,826,4938.40000000000,20.3930000000000,0.197000000000000
3812,55513,69,4664.70000000000,20.0920000000000,0.126000000000000
3812,55513,286,3665.90000000000,20.2070000000000,0.0440000000000000
3812,55513,754,4190.90000000000,20.8570000000000,0.0730000000000000
3813,55532,20,4602.40000000000,20.3030000000000,0.133000000000000
3813,55532,260,4031,20.0770000000000,0.120000000000000
3813,55532,634,4744.50000000000,20.0930000000000,0.235000000000000
3813,55532,760,3890,20.4580000000000,0.220000000000000
3814,55535,380,4107.60000000000,20.6050000000000,0.0720000000000000
3814,55535,491,4849,20.5930000000000,0.184000000000000
3815,55537,86,3570.70000000000,20.4500000000000,0.0820000000000000
3815,55537,139,3924.50000000000,20.2070000000000,0.0440000000000000
3815,55537,164,4662,20.2770000000000,0.131000000000000
3815,55537,569,4002.50000000000,20.6810000000000,0.0750000000000000
3815,55537,904,3939.90000000000,20.2380000000000,0.0700000000000000
3815,55537,958,4058.10000000000,20.3600000000000,0.102000000000000
3816,55272,8,4205.90000000000,20.2190000000000,0.159000000000000
3816,55272,584,3914.50000000000,20.7100000000000,0.112000000000000
3817,55277,114,4060.60000000000,20.4740000000000,0.0970000000000000
3817,55277,542,3942.40000000000,20.5240000000000,0.166000000000000
3817,55277,851,4159.40000000000,20.0700000000000,0.0970000000000000
3817,55277,900,4141.60000000000,20.9600000000000,0.173000000000000
3818,55532,738,4397.90000000000,20.1360000000000,0.0650000000000000
3818,55532,910,3736.20000000000,20.6040000000000,0.0600000000000000
3819,55540,136,4121.80000000000,20.1700000000000,0.218000000000000
3819,55540,358,3690.70000000000,20.2520000000000,0.0310000000000000
3819,55540,446,4564.30000000000,21.1410000000000,0.0300000000000000
3819,55540,632,4267.30000000000,20.0930000000000,0.187000000000000
3820,55542,558,3748.90000000000,20.7390000000000,0.0260000000000000
3820,55542,710,4242.40000000000,20.4080000000000,0.0240000000000000
3820,55542,896,4055.20000000000,20.8560000000000,0.0950000000000000
3821,55535,4,3919,20.4370000000000,0.0390000000000000
3821,55535,100,4295.30000000000,20.9240000000000,0.0410000000000000
3821,55535,630,4159.70000000000,20.9520000000000,0.0250000000000000
3821,55535,996,3699,20.4780000000000,0.0420000000000000
3821,55535,1000,3870.70000000000,20.3580000000000,0.0330000000000000
3822,55544,28,3973.50000000000,20.0510000000000,0.0780000000000000
3822,55544,736,4630.20000000000,20.2660000000000,0.200000000000000
3822,55544,762,3877.90000000000,20.9570000000000,0.0990000000000000
3822,55544,764,3963.60000000000,20.3250000000000,0.0730000000000000
3822,55544,796,4124.50000000000,20.5080000000000,0.0740000000000000
3823,55534,888,3998.80000000000,20.4400000000000,0.0530000000000000
3823,55534,904,4313.30000000000,20.5770000000000,0.0730000000000000
3825,55533,16,4015,20.0090000000000,0.213000000000000
3825,55533,358,3916.80000000000,20.4560000000000,0.0190000000000000
3825,55533,388,4502.70000000000,20.4500000000000,0.126000000000000
3825,55533,416,3696.90000000000,20.2170000000000,0.0280000000000000
3825,55533,424,4079.40000000000,20.5890000000000,0.0410000000000000
3825,55533,522,3986.40000000000,20.0690000000000,0.0290000000000000
3825,55533,810,4536.10000000000,20.4150000000000,0.116000000000000
3825,55533,870,4461.30000000000,20.4130000000000,0.0200000000000000
3826,55563,872,4203.50000000000,20.3380000000000,0.0760000000000000
3827,55565,781,3877.70000000000,20.1630000000000,0.0310000000000000
3828,55539,382,3887.10000000000,20.0240000000000,0.0770000000000000
3828,55539,516,4020.70000000000,20.1840000000000,0.118000000000000
3828,55539,602,3993.70000000000,20.2770000000000,0.0700000000000000
3828,55539,636,4018,20.5740000000000,0.191000000000000
3828,55539,958,3944.60000000000,20.1840000000000,0.0820000000000000
3829,55300,448,4105.20000000000,20.2560000000000,0.201000000000000
3830,55574,18,3716.60000000000,20.6150000000000,0.0120000000000000
3831,55543,46,4262,20.9140000000000,0.122000000000000
3831,55543,708,3935.50000000000,20.6570000000000,0.156000000000000
3831,55543,726,4005.40000000000,20.7850000000000,0.239000000000000
3831,55543,910,4639.70000000000,20.2120000000000,0.209000000000000
3832,55289,638,4062.70000000000,20.3710000000000,0.0690000000000000
3832,55289,734,3953.80000000000,20.3670000000000,0.0610000000000000
3833,55290,266,4159.40000000000,20.6070000000000,0.0530000000000000
3833,55290,382,4132.20000000000,20.2170000000000,0.0930000000000000
3833,55290,694,3886.20000000000,20.4620000000000,0.0730000000000000
3833,55290,718,4112.90000000000,20.9280000000000,0.197000000000000
3833,55290,830,4137.50000000000,20.2080000000000,0.141000000000000
3833,55290,832,3963.10000000000,20.0680000000000,0.230000000000000
3833,55290,952,4428.50000000000,20.3450000000000,0.178000000000000
3833,55290,994,4803.30000000000,20.3010000000000,0.238000000000000
3834,55569,570,4737.40000000000,21.0360000000000,0.0860000000000000
3835,55570,804,4175.20000000000,20.6900000000000,0.233000000000000
3835,55570,946,4535.90000000000,20.1810000000000,0.0450000000000000
3836,55302,590,3777.50000000000,20.4340000000000,0.0310000000000000
3836,55302,612,4543.90000000000,20.7640000000000,0.0330000000000000
3836,55302,676,3963.80000000000,20.5200000000000,0.0410000000000000
3837,55572,106,4804.80000000000,20.6790000000000,0.245000000000000
3837,55572,410,3794.80000000000,20.1330000000000,0.0900000000000000
3837,55572,442,4040.70000000000,20.4210000000000,0.174000000000000
3838,55588,456,3887.70000000000,20.4950000000000,0.132000000000000
3839,55575,248,4678.80000000000,20.2430000000000,0.0490000000000000
3839,55575,704,3857.20000000000,20.3510000000000,0.0280000000000000
3839,55575,854,4661.80000000000,20.8100000000000,0.0900000000000000
3839,55575,914,4084.60000000000,20.1040000000000,0.0330000000000000
3840,55574,142,3972.50000000000,21.0070000000000,0.0400000000000000
3840,55574,148,3871.20000000000,21.3510000000000,0.0640000000000000
3840,55574,396,4877.40000000000,20.7920000000000,0.223000000000000
3840,55574,710,4467.90000000000,20.2460000000000,0.0410000000000000
3841,55572,934,4843.60000000000,20.5030000000000,0.178000000000000
3842,55565,26,3802.10000000000,20.4810000000000,0.0590000000000000
3842,55565,378,4202.90000000000,20.7460000000000,0.0530000000000000
3842,55565,381,4103.10000000000,20.3510000000000,0.205000000000000
3842,55565,513,3820,20.5070000000000,0.0640000000000000
3842,55565,550,4052.80000000000,20.4500000000000,0.0420000000000000
3843,55278,702,4152.10000000000,20.3960000000000,0.112000000000000
3844,55321,44,4053,20.5070000000000,0.211000000000000
3844,55321,194,3682.70000000000,21.1040000000000,0.116000000000000
3844,55321,230,4747.10000000000,20.8360000000000,0.130000000000000
3844,55321,830,3952.30000000000,20.3240000000000,0.0220000000000000
3844,55321,913,4436,20.3480000000000,0.0230000000000000
3845,55323,134,3939.90000000000,20.1940000000000,0.0740000000000000
3845,55323,604,4387.20000000000,20.3560000000000,0.0420000000000000
3845,55323,633,4173.90000000000,20.5550000000000,0.0370000000000000
